id,rated,created_at,last_move_at,turns,victory_status,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,white_username,black_username,source
d8qTwQrj,True,1464840000000.0,1464840000000.0,108,outoftime,black,14+0,konstantindn,1757,anakgreget,1709,d4 d5 Bf4 Nf6 e3 Nc6 Bb5 Bd7 Bxc6 bxc6 Nf3 e6 Bg5 Be7 Bxf6 Bxf6 c3 O-O Nbd2 Be7 O-O c5 b3 Rb8 dxc5 Bxc5 c4 c6 cxd5 cxd5 Rc1 Bd6 h3 Bb5 Re1 Bd3 Rc6 h6 Qc1 Re8 Qc3 Bb5 Rc1 Bxc6 Qxc6 Rc8 Qxc8 Qxc8 Rxc8 Rxc8 a4 Rc1+ Nf1 a5 g3 g5 Kg2 f5 Nd4 Kf7 Nb5 Be5 Nd2 Bc3 Nxc3 Rxc3 Kf3 e5 Ke2 Ke6 f3 Rc2 Kd3 Rc1 e4 Rh1 exd5+ Kxd5 h4 gxh4 gxh4 Rxh4 Nf1 Rh3 Ke2 e4 Ne3+ Ke6 f4 Rh2+ Kd1 Rf2 Nc4 Rxf4 Nxa5 e3 Ke2 Re4 Nc4 f4 a5 Rd4 a6 Rd7 b4 Ra7 b5 Kd5,D00,Queen's Pawn Game: Mason Attack,3,konstantindn,anakgreget,lichess
WbTSc5pg,True,1464840000000.0,1464840000000.0,100,mate,black,14+0,anakgreget,1720,konstantindn,1748,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 Bg4 Be2 Bxf3 Bxf3 c6 d4 e6 Bf4 Bb4 a3 Bxc3+ bxc3 Nf6 O-O h6 Re1 O-O Rb1 Qc8 c4 Nbd7 d5 exd5 cxd5 cxd5 Bxd5 Nxd5 Qxd5 Nb6 Qd3 Rd8 Qb3 Qc6 Rbc1 Rac8 h3 Qc4 Qc3 Qxc3 Re3 Qc4 Bg3 Qa4 Bh4 Rd4 Bg3 Rxc2 Rce1 Rd8 Bh4 Rdc8 Bg3 Rc1 Rxc1 Rxc1+ Kh2 Qd1 Re8+ Kh7 Bf4 Qf1 Bxc1 Qxc1 Re7 a5 Rxf7 Qxa3 h4 Qd6+ g3 a4 Rxb7 a3 Ra7 Qb4 Kh3 Qb2 f4 a2 g4 a1=Q Rxa1 Qxa1 h5 Nd5 Kh4 Qe1+ Kh3 Nxf4+ Kh2 Qf2+ Kh1 Qg2#,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,anakgreget,konstantindn,lichess
77iblRwJ,True,1464720000000.0,1464720000000.0,64,mate,black,10+5,kernell,1773,anakgreget,1706,Nf3 d5 d4 Nf6 Bf4 Nc6 Nc3 Bf5 a3 e6 Nb5 Bd6 Bxd6 cxd6 Nc3 e5 dxe5 dxe5 e3 h6 Bb5 O-O Nxe5 Nxe5 Bd3 Nxd3+ cxd3 Re8 Qd2 d4 Ne2 Bg4 f3 dxe3 Qb4 Bf5 d4 b6 Qb3 Rc8 g4 Bh7 h4 Nd5 h5 a6 f4 Re4 Rf1 Qh4+ Kd1 Rd8 g5 Qxh5 gxh6 Qxh6 Rc1 Qh5 Qc4 Nxf4 Rxf4 Rxf4 Qc7 Rf1#,D02,Queen's Pawn Game: London System,5,kernell,anakgreget,lichess
MMYhHm45,True,1464650000000.0,1464650000000.0,66,outoftime,black,10+0,anakgreget,1717,fabiodemarco,1709,e4 e6 Nf3 c5 Nc3 d6 Bc4 Nc6 O-O Nge7 d3 g6 Bd2 Bg7 Qc1 Ne5 Nxe5 dxe5 Bh6 O-O Bxg7 Kxg7 a3 f5 f3 f4 Na4 b6 b4 cxb4 axb4 Nc6 b5 Nd4 Re1 Qg5 Kf2 Qh4+ Kg1 Qg5 Kf2 a6 Nxb6 Ra7 Nxc8 Rxc8 bxa6 Kf6 g3 Rb8 Qa3 fxg3+ hxg3 Qd2+ Kf1 Nxc2 Qa2 Ne3+ Kg1 Qxa2 Rxa2 h5 Rxe3 Kg5 g4 hxg4,B40,Sicilian Defense: French Variation,4,anakgreget,fabiodemarco,lichess
OCjlTny0,True,1464650000000.0,1464650000000.0,45,resign,white,10+0,sergant89,2247,anakgreget,1718,e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nf6 Nc3 Bc5 Nf5 O-O O-O d6 Nxh6+ gxh6 Bxh6 Re8 Qf3 Kh7 Bg5 Rg8 Bxf6 Qf8 Qh5+ Qh6 Qxf7+ Rg7 Qxg7+ Qxg7 Bxg7 Kxg7 Nd5 Rb8 Nxc7 Bg4 Ne6+ Kf6 Nxc5 Nd4 Nd7+ Ke7 Nxb8,C55,Italian Game: Anti-Fried Liver Defense,6,sergant89,anakgreget,lichess
88qG4Kxf,False,1504090000000.0,1504090000000.0,5,resign,black,10+5,sirtetris,2055,thawinter,2036,Nf3 Nf6 Nc3 d5 d4,A04,Reti Opening #2,2,sirtetris,thawinter,lichess
nbwVw5fg,False,1503900000000.0,1503900000000.0,92,resign,black,15+0,morrigan73,2295,sirtetris,2055,e4 b6 d4 Bb7 Bd3 d5 e5 e6 Nf3 c5 c3 cxd4 cxd4 Bb4+ Bd2 Bxd2+ Nbxd2 Ne7 O-O h6 Rc1 O-O b3 Ba6 Qe2 Bxd3 Qxd3 Qd7 Rc3 Rc8 Rfc1 Rxc3 Qxc3 Nbc6 a3 Rc8 Qb2 Rc7 b4 Qc8 Qc3 b5 Nb3 Qd7 Na5 Rc8 Nxc6 Rxc6 Qd2 Rc4 Ne1 Qc6 Nd3 Nf5 Rxc4 Qxc4 Nc5 Nxd4 h3 Nc6 Qe3 a5 bxa5 d4 Qe4 Qxc5 a6 Qd5 Qd3 Nxe5 Qc2 Qa8 Qc5 Qxa6 Qxe5 Qxa3 Qxd4 Qc1+ Kh2 Qc4 Qd8+ Kh7 Qe7 f6 Qb7 b4 g3 b3 h4 Qc2 Kh3 b2,B00,Owen Defense,2,morrigan73,sirtetris,lichess
94GPH5v0,False,1502410000000.0,1502410000000.0,98,resign,white,10+30,sirtetris,2055,chessninja48,2441,d4 Nf6 Nf3 g6 c4 d5 e3 c6 cxd5 cxd5 Nc3 Bg7 Bb5+ Bd7 Qa4 O-O Ne5 Bf5 Bd3 Bxd3 Nxd3 Nbd7 Qb5 Qb6 Qb4 Qa6 Nb5 Rfc8 O-O Rc4 Qb3 Rac8 Na3 R4c7 Nb4 Qb6 Nxd5 Nxd5 Qxd5 e5 Rb1 a6 Bd2 exd4 exd4 Qxd4 Qxd4 Bxd4 Bf4 Rc6 Rfd1 Be5 Rxd7 Bxf4 g3 Bc7 Re1 b5 Ree7 Bd6 Rxf7 Be5 b3 Rc1+ Kg2 Ra1 Rfe7 Bf6 Re6 Bb2 Rxa6 Rxa2 Rda7 Bd4 Ra8 Rxa8 Rxa8+ Kf7 Nxb5 Rxa8 Nxd4 Rd8 Nf3 Kf6 h4 Rd3 Ng5 h6 Ne4+ Ke5 Nc5 Rc3 b4 Kf5 f3 Rb3 g4+ Kf4,D70,Neo-Gruenfeld Defense: Non- or Delayed Fianchetto,6,sirtetris,chessninja48,lichess
TRDHPzZL,False,1483760000000.0,1483760000000.0,79,draw,draw,10+0,jamesrob0t123,1874,oussamagmaster,1824,e4 e5 Nf3 d6 Bc4 Be7 O-O Nf6 Re1 O-O c3 Bg4 d4 exd4 cxd4 Nbd7 Nbd2 c6 e5 dxe5 dxe5 Nd5 h3 Bh5 Nf1 b5 Bxd5 cxd5 Qxd5 Re8 Ng3 Bxf3 Qxf3 Bb4 Rd1 Qe7 a3 Ba5 b4 Bb6 Re1 Nxe5 Qd5 Nf3+ Qxf3 Qxe1+ Nf1 Rad8 Bb2 Qe6 Qg3 Bd4 Bxd4 Rxd4 Rc1 Qe2 Qb3 Rf4 Rc2 Qe1 Qd3 Rc4 Rxc4 bxc4 Qxc4 h6 b5 Re2 Qd4 Rd2 Qf4 Rd1 Qc4 Ra1 Qc8+ Kh7 Qf5+ Kg8 Qc8+,C41,Philidor Defense #4,6,jamesrob0t123,oussamagmaster,lichess
b1UDIG2N,False,1483760000000.0,1483760000000.0,45,mate,white,10+0,oussamagmaster,1824,jamesrob0t123,1874,e4 c5 Nf3 e6 d4 cxd4 Nxd4 d6 Bd3 Nf6 O-O Be7 Nc3 O-O Be3 Qc7 Bg5 h6 Bh4 a6 f4 b5 a3 Bb7 Qe2 Nbd7 Rae1 Nc5 e5 Nd5 Bxe7 Nxc3 bxc3 Qxe7 exd6 Qxd6 f5 Rae8 Qf2 Bd5 fxe6 Nxe6 Qf5 Nxd4 Qh7#,B40,Sicilian Defense: French Variation |  Open,6,oussamagmaster,jamesrob0t123,lichess
Qc7sTckR,False,1481680000000.0,1481690000000.0,103,outoftime,white,10+0,i_charge_by_foot,1783,jamesrob0t123,1874,Nf3 Nf6 b3 e6 Bb2 b6 e3 Bb7 Be2 Be7 O-O O-O c4 c5 d4 d5 cxd5 exd5 dxc5 bxc5 Qd2 Qc7 Nc3 Nbd7 Rac1 Rac8 Na4 Ne4 Qc2 Qd6 Nd2 f5 f3 Nxd2 Qxd2 Qb8 Ba3 Bd6 f4 Rc6 Qxd5+ Kh8 Qc4 Nb6 Qc3 Nxa4 bxa4 Rfc8 Rb1 Qc7 Bf3 Rb6 Bxb7 Qxb7 Rbc1 Ra6 Rfd1 Qc6 Bb2 Bf8 a5 Qb5 Rd5 Qxa5 Qxa5 Rxa5 Rxf5 Rxa2 Bd4 Ra5 Bc3 Ra2 e4 Ra3 e5 Ra4 g3 Re4 Rf7 a6 Ra7 Ra4 Be1 Kg8 Bf2 c4 Bd4 Ra3 Bc3 Rb3 Kg2 Rb6 Rxa6 Rxa6 Bd4 Ra2+ Kh3 Ra4 Rc3 Rb4 Kg4 Rb2 h4,A04,Zukertort Opening: Nimzo-Larsen Variation,3,i_charge_by_foot,jamesrob0t123,lichess
s6CJMAch,False,1481430000000.0,1481430000000.0,63,resign,white,25+0,yilmazibo,1754,jamesrob0t123,1874,e4 c5 Nf3 e6 Nc3 d6 Bc4 Nc6 d3 Be7 Be3 Nf6 Qd2 O-O Bh6 Re8 h4 Bf8 Bg5 h6 O-O-O Na5 Bxf6 Qxf6 Bb5 Nc6 Qe2 a6 Bxc6 bxc6 g4 d5 g5 Qg6 Ne5 Qh7 Qf3 g6 h5 Qg7 Nxc6 Bb7 gxh6 Qxh6+ Kb1 g5 Ne5 Re7 Rdg1 dxe4 Nxe4 Bxe4 dxe4 Bg7 Ng4 Qh7 Nf6+ Bxf6 Qxf6 Rae8 Rxg5+ Kf8 Rhg1,B40,Sicilian Defense: French Variation,4,yilmazibo,jamesrob0t123,lichess
aWNqXns5,False,1481420000000.0,1481430000000.0,86,draw,draw,25+0,jamesrob0t123,1874,yilmazibo,1754,e4 b6 d4 Bb7 Nc3 e6 Nf3 Nf6 Bd3 Bb4 Qe2 c5 a3 Ba5 Bd2 Bxc3 Bxc3 O-O O-O-O d6 h4 Nc6 e5 Nd5 Qe4 g6 Bd2 Nxd4 Nxd4 cxd4 Qxd4 dxe5 Qxe5 Rc8 Bh6 Qf6 Qxf6 Nxf6 Bxf8 Kxf8 f3 Nd5 h5 Ne3 Rd2 Kg7 hxg6 hxg6 Re2 Nd5 Kb1 Nf4 Re3 Nxg2 Re2 Nf4 Rf2 Rd8 Be4 Ba6 Re1 f5 Bc6 Rd6 Ba4 Bb7 Bb3 b5 Kc1 a5 Rd1 Rxd1+ Kxd1 Kf6 Kd2 Nh3 Rf1 Ng5 f4 Ne4+ Ke1 a4 Ba2 Ng3 Rf2 Ne4,B00,Owen Defense,2,jamesrob0t123,yilmazibo,lichess
1HFuKv6u,False,1481420000000.0,1481420000000.0,35,resign,white,25+0,gmatiasheredia,1915,jamesrob0t123,1874,d4 Nf6 c4 e6 Nc3 Bb4 Qc2 O-O a3 Be7 e4 d5 e5 Nfd7 cxd5 exd5 Nxd5 c6 Nxe7+ Qxe7 Bd3 h6 Nf3 b6 O-O Bb7 Be4 f5 Bd3 c5 Bc4+ Kh8 Qb3 Bxf3 Qxf3,E32,Nimzo-Indian Defense: Classical Variation,7,gmatiasheredia,jamesrob0t123,lichess
jV2v7Tc4,False,1481390000000.0,1481390000000.0,85,resign,white,15+0,jamesrob0t123,1874,player58,1882,e4 d6 d4 c6 Nf3 Nd7 Nc3 Ngf6 Be2 g6 Be3 Bg7 O-O Ng4 Bf4 e5 dxe5 Ngxe5 Nxe5 Nxe5 Qd2 Qc7 Rad1 Ke7 Bh6 Bf6 Bg5 h6 Bxf6+ Kxf6 Qxd6+ Qxd6 Rxd6+ Ke7 Rd4 Be6 f4 Ng4 f5 Ne3 fxe6 Nxf1 Bxf1 fxe6 Bc4 Rad8 Rd3 a5 Na4 b5 Nb6 bxc4 Nxc4 Rxd3 cxd3 Rb8 b3 Rd8 Ne5 Kf6 Nxc6 Rxd3 Nxa5 Rd2 a3 Rb2 h3 Ra2 a4 Ke5 Kh2 Kxe4 Kg3 Rb2 h4 g5 hxg5 hxg5 Kh3 Kf4 g3+ Kf3 Nc4 Rxb3 Nd2+,B07,Pirc Defense #5,3,jamesrob0t123,player58,lichess
ARSNlMxy,False,1480300000000.0,1480300000000.0,17,resign,white,25+0,banyak_alasan,1848,jamesrob0t123,1869,e4 c5 Nf3 e6 d3 g6 g3 Bg7 Bg2 Ne7 Nbd2 Nbc6 O-O O-O Re1 a6 a4,B40,Sicilian Defense: French Variation,4,banyak_alasan,jamesrob0t123,lichess
uTEyswdc,False,1479870000000.0,1479870000000.0,27,resign,white,10+0,jamesrob0t123,1869,julioverne,1964,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 O-O h3 b5 Bb3 d5 exd5 Na5 Nc3 Nxb3 axb3 Nxd5 Nxd5 Qxd5 Rxe5 Qc6 Rxe7,C84,Ruy Lopez: Closed Variations,10,jamesrob0t123,julioverne,lichess
tV8RMHA7,False,1479770000000.0,1479770000000.0,142,draw,draw,25+0,bebano,1669,jamesrob0t123,1869,d4 Nf6 Nf3 e6 h3 b6 Bf4 Bb7 Nbd2 d6 e3 Be7 Bd3 O-O O-O Nbd7 e4 c5 dxc5 Nxc5 e5 dxe5 Nxe5 Nd5 Bh2 f6 Nec4 Nxd3 cxd3 b5 Ne3 Nxe3 fxe3 Qxd3 Nf3 Qxe3+ Kh1 Rad8 Qe1 Qxe1 Raxe1 e5 Rd1 Rxd1 Rxd1 Rd8 Rxd8+ Bxd8 b3 Bb6 Bg1 Bc7 Bxa7 Kf7 a4 bxa4 bxa4 Bc6 Bc5 Bxa4 Nd2 Bd7 Kg1 Ke6 Kf2 Kd5 Ba7 Bb5 Ke3 Ba5 Nf3 Bf1 Kf2 Bd3 Nh2 Bc3 g4 Bd4+ Bxd4 Kxd4 h4 Ke4 Kg3 Be2 Kf2 Bd1 Kg3 h6 h5 Be2 Kf2 Kd3 Kg3 e4 Kf2 Kd2 Kg3 e3 Kf4 Kd3 Kf5 Bd1 Kg6 e2 Nf3 Ke3 Ne1 Ba4 Kxg7 Bd7 Kxh6 Bxg4 Kg6 Bxh5+ Kxh5 f5 Kg5 f4 Kg4 Kf2 Nd3+ Ke3 Ne1 Ke4 Nc2 f3 Kg3 Kd3 Kxf3 Kd2 Kf2 Kd1 Ne1 Kd2 Nf3+ Kd1 Ne1 Kd2 Nf3+ Kd1 Ne1 Kd2,A46,Torre Attack #2,3,bebano,jamesrob0t123,lichess
Bqkjtocd,False,1479770000000.0,1479770000000.0,25,resign,white,25+0,jamesrob0t123,1869,donwon671,1652,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7 Be3 Nf6 Be2 d5 exd5 Nxd5 Nxd5 Qxd5 Bf3 Qd7 Nxc6 Qxd1+ Rxd1 bxc6 Bxc6+,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9,jamesrob0t123,donwon671,lichess
U6fnMweG,False,1479700000000.0,1479700000000.0,95,resign,white,25+0,d3rp,1664,jamesrob0t123,1869,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 e5 Nd5 Nc3 d6 Nxd5 exd5 exd6 Bxd6 Bb5+ Bd7 Bxd7+ Nxd7 Qg4 O-O Bh6 Qf6 Bg5 Qe5+ Be3 Nf6 Qe2 Bc5 c3 Rfe8 O-O Bd6 Nf3 Qh5 h3 Re7 Qb5 Rae8 Bxa7 Re4 Rae1 Rxe1 Rxe1 Rxe1+ Nxe1 Qe5 Nf3 Qe4 Qf1 Qa4 Bd4 Ne4 a3 Qb3 Qc1 Bc5 Qf4 Qd1+ Kh2 Bd6 Ne5 f6 Qf5 fxe5 Qc8+ Bf8 Bxe5 Qh5 f4 Qf7 a4 h6 b4 Kh7 a5 g6 a6 bxa6 Qxa6 Bg7 Bxg7 Qxg7 b5 Qc7 Qe6 Qxf4+ Kh1 Ng3+ Kg1 Nf5 Qf7+ Ng7 Qxf4,B40,Sicilian Defense: French Variation |  Normal,8,d3rp,jamesrob0t123,lichess
HaQDWyiM,False,1480640000000.0,1480640000000.0,43,resign,white,10+2,tandemchess,1673,wikiplayschess,1839,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 e6 g4 b5 Bg2 Bb7 O-O Be7 e5 Bxg2 exf6 Bxf1 fxe7 Qxe7 Qxf1 O-O Be3 b4 Ne4 d5 Ng3 e5 Ndf5 Qc7 Nh5 Nd7 Nhxg7 Qxc2 Nh5 d4 Bh6 Rfc8 Ne7+,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11,tandemchess,wikiplayschess,lichess
24VlKFZ8,False,1480640000000.0,1480640000000.0,54,outoftime,black,10+2,wikiplayschess,1839,tandemchess,1673,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 Re1 b5 Bb3 O-O c3 d5 d3 Bg4 Nbd2 Re8 h3 Bh5 Nf1 Bf8 Bg5 d4 cxd4 Nxd4 N1h2 Qd6 Rc1 Rad8 Bxf6 Qxf6 Rxc7 Bb4 Rf1 Ba5 Ra7 Bb6 Rxa6 Nxf3+ Nxf3 Bxf2+ Rxf2 Qxa6 g4 Bg6 Qf1 Qb6 Kg2 Qe3 Bc2 Rc8,C89,Ruy Lopez: Marshall Attack,16,wikiplayschess,tandemchess,lichess
euZVf5HZ,False,1480640000000.0,1480640000000.0,35,resign,white,10+2,tandemchess,1673,wikiplayschess,1839,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 e6 g4 h6 Bg2 d5 exd5 exd5 O-O b5 Re1+ Be7 Qe2 Bb7 Nf5 Nc6 Nxg7+ Kf8 Nf5 d4 Nxe7 Nxe7 Bxb7 Rb8 Qe5,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11,tandemchess,wikiplayschess,lichess
QQBVc2UZ,False,1480640000000.0,1480640000000.0,50,resign,black,10+2,wikiplayschess,1839,tandemchess,1673,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7 d3 b5 Bb3 d6 c3 O-O Nbd2 Na5 Bc2 c5 d4 Qc7 dxe5 dxe5 Re1 h6 Nf1 Be6 h3 Rfd8 Bd2 Nc4 b3 Nxd2 N3xd2 Rd7 Qe2 Rad8 Rad1 Qa5 Qe3 Qxa2 Bb1 Qa5 Nh2 Bxb3 Nxb3 Rxd1 Rxd1 Rxd1+,C78,Ruy Lopez: Closed Variations |  Martinez Variation,11,wikiplayschess,tandemchess,lichess
H4DqND3S,False,1480640000000.0,1480640000000.0,23,resign,white,10+2,tandemchess,1673,wikiplayschess,1839,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 h3 Qb6 g4 h6 Bg2 Nc6 Nde2 e5 Be3 Qxb2 Rb1 Qa3 Rb3,B90,Sicilian Defense: Najdorf Variation |  Adams Attack,11,tandemchess,wikiplayschess,lichess
e4ckxMmq,False,1480640000000.0,1480640000000.0,50,resign,black,10+2,wikiplayschess,1839,tandemchess,1673,d4 Nf6 c4 e6 Nc3 Bb4 e3 O-O Bd3 c5 Ne2 d5 cxd5 exd5 O-O Nc6 dxc5 Bxc5 Qa4 Bg4 Bd2 a6 Qc2 Qd6 h3 Bh5 Ng3 Bg6 Bxg6 hxg6 Rad1 Rac8 a3 Rfe8 Rfe1 Ba7 Qd3 Ne5 Qe2 Nc4 Bc1 d4 e4 Qxg3 fxg3 d3+ Kh1 dxe2 Rxe2 Re5,E47,Nimzo-Indian Defense: Normal Variation |  Bishop Attack,9,wikiplayschess,tandemchess,lichess
zr63v9Rk,True,1452620000000.0,1452620000000.0,9,resign,white,15+0,marcosaba,2181,aqwert,2327,e4 d5 d4 dxe4 Nc3 e6 Nxe4 Nc6 c3,C10,French Defense: Rubinstein Variation,6,marcosaba,aqwert,lichess
uWVoT53m,True,1452370000000.0,1452370000000.0,115,draw,draw,15+8,aqwert,2322,gelerozijn,2472,d3 d5 e4 dxe4 Nc3 e5 dxe4 Qxd1+ Nxd1 Nf6 Bd3 Nc6 Ne3 Be6 Nf3 Bc5 O-O Rd8 h3 O-O a3 h6 Rd1 Nh5 Nd5 Bd6 Be3 Nf4 Bf1 f5 Bxf4 exf4 exf5 Bxf5 Bd3 Be6 Be4 Rfe8 Nc3 a6 Rd2 g5 Rad1 Bf7 h4 g4 Nd4 Nxd4 Rxd4 g3 Kf1 gxf2 Bd5 Re3 Bxf7+ Kxf7 Ne4 Re1+ Rxe1 fxe1=Q+ Kxe1 Re8 Kf2 Be5 Rb4 b5 a4 c5 Rb3 bxa4 Rb7+ Re7 Rb6 Re6 Rxe6 Kxe6 Nxc5+ Kf5 Nxa4 h5 Kf3 Bf6 c3 Be7 b3 a5 c4 Ke5 Nb6 Bxh4 Nd7+ Kd4 Kxf4 Kc3 Nc5 Kb4 Nb7 Bf2 c5 Kb5 Nd6+ Kb4 c6 Bb6 Kg5 Kxb3 Nb7 Kb4 Nxa5 Bxa5 Kxh5 Kc5 c7 Bxc7 g4,A00,Van Geet Opening: Dunst-Perrenet Gambit,5,aqwert,gelerozijn,lichess
8w5h7deH,True,1452370000000.0,1452370000000.0,69,resign,white,12+0,aqwert,2315,kurzeme,2128,c3 d5 d4 e5 dxe5 f6 e4 dxe4 Qxd8+ Kxd8 Nd2 Bf5 Ne2 Nd7 Nd4 g6 exf6 Ngxf6 Nc4 a6 Ne3 Ne5 Nexf5 gxf5 Bg5 Be7 Nxf5 Rg8 h4 Ke8 O-O-O Kf7 Be2 Ke6 Nd4+ Kf7 Nf5 Ke6 Nxe7 Kxe7 f4 exf3 gxf3 Rad8 f4 Rxd1+ Rxd1 Nd7 Rxd7+ Kxd7 Bxf6 Rg2 Bd3 Ke6 Bg5 h5 Bg6 c5 Bxh5 b5 Bg6 c4 f5+ Ke5 f6 Rg1+ Kd2 Rg2+ Ke3,A00,Saragossa Opening,1,aqwert,kurzeme,lichess
7TOJ38K7,True,1452190000000.0,1452190000000.0,77,resign,white,5+8,aqwert,2309,cryptic999,2091,c3 d5 d4 e6 Nf3 Nf6 Bf4 Bd6 e3 Bxf4 exf4 O-O Nbd2 b6 Bd3 Ba6 Bxa6 Nxa6 O-O c5 Ne5 Rc8 Qa4 Nc7 Qxa7 Nb5 Qa4 Nd6 Rfe1 Qc7 dxc5 bxc5 Rac1 Rb8 Qc2 c4 b4 Nfe4 Nxe4 Nxe4 a4 Ra8 a5 f6 Nf3 Qxf4 Nd4 Qd6 f3 Ng5 h4 e5 Nf5 Nxf3+ gxf3 Qd7 Rcd1 Kh8 Ne3 Qh3 Qg2 Qxh4 Nf5 Qg5 Qxg5 fxg5 Rxe5 g6 Ne3 Rxf3 Nxd5 Rd8 a6 g4 a7 h5 Ra1,A00,Saragossa Opening,1,aqwert,cryptic999,lichess
LtSXNdvA,True,1452180000000.0,1452180000000.0,102,mate,black,5+5,poor_yorick,2075,aqwert,2303,d4 d5 c4 e6 Nf3 Nc6 g3 Nf6 Bg2 dxc4 Qc2 Nxd4 Nxd4 Qxd4 O-O Qc5 Nd2 Nd5 Ne4 Qb5 Nc3 Nxc3 Qxc3 f6 b3 cxb3 Rb1 Bd6 Rxb3 Qa6 Ba3 O-O Bxd6 cxd6 Qd2 Rd8 Rc1 d5 e4 Qd6 exd5 b6 Rbc3 Bb7 Rc7 Bxd5 Bxd5 exd5 R1c6 Qe5 Rc1 Qf5 Qc2 Qxc2 R1xc2 a5 R2c6 Rab8 Re6 Rdc8 Rxc8+ Rxc8 Rxb6 Rc2 Rb5 Rxa2 Rxd5 Kf7 Rd7+ Kg6 Kg2 a4 Rd4 Kf5 Rf4+ Ke5 Rf3 a3 Re3+ Kd4 Re1 Rb2 Kf1 a2 h4 Rb1 Rxb1 axb1=Q+ Kg2 Qe4+ Kg1 Kd3 Kh2 Ke2 f3 Qxf3 Kh3 Kf2 Kh2 Qxg3+ Kh1 Qg2#,D30,Queen's Gambit Declined,4,poor_yorick,aqwert,lichess
gqLfc59H,True,1451770000000.0,1451770000000.0,130,resign,black,5+8,supercroc,2130,aqwert,2296,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O Nf6 d3 d6 c3 O-O h3 a6 Ba4 b5 Bc2 Bb7 d4 Bb6 Bg5 exd4 cxd4 h6 Bh4 g5 Bg3 Nb4 Re1 Re8 d5 c6 dxc6 Bxc6 Nc3 Nxc2 Qxc2 Rc8 Qd3 Ba5 Nd4 Bxc3 Nxc6 Rxc6 bxc3 d5 exd5 Rxe1+ Rxe1 Qxd5 Qe2 Re6 Be5 Nd7 f4 gxf4 Qg4+ Rg6 Rd1 Qxe5 Qxd7 f3 Rd2 Qe1+ Kh2 Qg3+ Kh1 fxg2+ Kg1 Qe3+ Rf2 Qe1+ Kh2 Qxf2 Qe8+ Kh7 Qxf7+ Rg7 Qxf2 g1=Q+ Qxg1 Rxg1 Kxg1 Kg6 Kf2 Kf5 Kf3 a5 Ke3 Ke5 h4 a4 a3 Kf5 Kd4 h5 Kc5 Kg4 Kxb5 Kxh4 c4 Kg5 c5 h4 c6 h3 c7 h2 c8=Q h1=Q Qc5+ Kg4 Kxa4 Qa8+ Kb3 Qf3+ Kb4 Qb7+ Kc4 Qf7+ Qd5 Qc7+ Kd3 Qg3+ Ke4 Qf4+ Kd3 Qg3+ Ke4 Qf4+,C65,Ruy Lopez: Berlin Defense |  Beverwijk Variation,8,supercroc,aqwert,lichess
